measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,1,Number,1982,1591.358268478419,1667.000356851722,1491.072997532456
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,2,Percent,1982,0.034236080153662724,0.035854269782803136,0.032126793507189944
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,3,Rate,1982,28.541645948753935,29.898317006390442,26.742989572052977
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,1,Number,1980,66.1119277154041,70.24612337563998,61.90145269436493
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,2,Percent,1980,0.0013998303904289653,0.0014879418186164233,0.0013094048430035618
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,3,Rate,1980,1.1900758928422952,1.2644952413858639,1.1142834451992063
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,1,Number,1982,68.48605519357224,72.87126888885462,64.19084241780583
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,2,Percent,1982,0.0014733796720891412,0.0015638986772648585,0.0013835375983117049
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,3,Rate,1982,1.2283247452698107,1.3069753038395349,1.1512883891275156
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,1,Number,1983,73.19060452877535,78.09031419196488,68.68073623230669
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,2,Percent,1983,0.0015464840851215644,0.0016454610261763818,0.0014514416306390875
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,3,Rate,1983,1.311012357715666,1.3987774466778002,1.2302302258230955
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,1983,1944.8019243432298,2039.1892338605326,1822.1795369433107
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,1983,0.04109303544807988,0.04299141944163565,0.03861702900260701
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,1983,34.835883274071996,36.5265774551819,32.639433794676194
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,1,Number,1983,1716.872577307056,1802.3721405022177,1607.6874749570336
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,2,Percent,1983,0.03627697841753058,0.037985808806980444,0.03412840285841562
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,3,Rate,1983,30.753143521143677,32.284637688322995,28.797386776395754
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,1,Number,1984,75.83340121839007,80.566331701604,70.6804439237415
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,2,Percent,1984,0.0015956780652566804,0.001692745950155713,0.001495815691647839
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,3,Rate,1984,1.3568837077855367,1.441569824451462,1.2646820698834287
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,1984,2017.6390032145637,2114.727950355817,1883.5258662714368
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,1984,0.042455497906104214,0.04444209140386722,0.039890943869521855
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,1984,36.101525814070726,37.83873406881627,33.701845361995616
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,1,Number,1984,1771.7301490624056,1858.5736166019813,1650.7057306178315
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,2,Percent,1984,0.03728108873809282,0.03904476292709098,0.03496167782589097
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,3,Rate,1984,31.70148951821282,33.25537585772564,29.536004929716743
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,1,Number,1986,86.47126163365606,91.89757629154549,80.72270037463377
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,2,Percent,1986,0.0017614975385543416,0.0018748375249275136,0.001647521722285566
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,3,Rate,1986,1.5438833443945055,1.640766362676948,1.4412468404929413
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,1986,2308.429236581986,2420.6637680530303,2151.9566327355865
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,1986,0.04702492786880797,0.0492054894000574,0.043894455913925885
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,1986,41.21537471225127,43.219243055680494,38.421666810128244
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,1,Number,1986,2036.8071737449716,2131.8414096276465,1900.179860250794
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,2,Percent,1986,0.0414917378159419,0.04343281834426389,0.03865104004618449
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,3,Rate,1986,36.36575449321514,38.062523699013504,33.926370243374066
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,1985,2181.8123141822434,2284.932410847023,2028.3291642540626
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,1985,0.045317447079634185,0.04737578567077715,0.04224445760581299
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,1985,38.99643906544299,40.83954744826364,36.25317088199709
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,1,Number,1985,1912.5335534214337,2002.8867628509086,1777.5104861004015
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,2,Percent,1985,0.03972436942826849,0.041559085142150724,0.03706448649186833
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,3,Rate,1985,34.1835077617883,35.79842825837756,31.770184313667915
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,1,Number,1985,81.71446457170009,86.77973775463278,76.50995200765038
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,2,Percent,1985,0.0016972399465265417,0.0018015827662620583,0.0015923457510117892
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,3,Rate,1985,1.4605166162653855,1.5510503508786173,1.3674941982736866
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,1,Number,1987,91.67450730453052,97.59365371403793,85.60384505327445
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,2,Percent,1987,0.0018759416481354072,0.001996801391140587,0.0017518521603984273
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,3,Rate,1987,1.6344678618098936,1.7400005214352066,1.5262338211662938
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,1987,2340.868521318785,2444.787843518539,2169.77169745829
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,1987,0.04790142978995963,0.050075041378885875,0.044505113165262275
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,1987,41.7354232852138,43.588204361989405,38.68493228089606
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,1,Number,1987,2058.8976654213034,2156.0457517882983,1908.3910051834878
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,2,Percent,1987,0.042131452859904835,0.044120752268710726,0.03910488526241521
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,3,Rate,1987,36.708155449451,38.44021193572938,34.02476716212838
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,1,Number,1989,100.3504616808965,106.79344785186493,92.9198082638904
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,2,Percent,1989,0.0020525768091359258,0.002189064664897556,0.0018999902826133625
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,3,Rate,1989,1.7797977187626965,1.8940693613344441,1.6480089877595658
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,1989,2480.7720332485255,2605.229331565585,2285.0835466151557
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,1989,0.05074182877273741,0.053118995316031876,0.04671558298905299
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,1989,43.99852608138578,46.205878313928956,40.52783031911104
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,1,Number,1989,2164.519416195652,2274.4465266919497,1996.0558382949816
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,2,Percent,1989,0.04427315949943422,0.046427900564163516,0.04081665906693796
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,3,Rate,1989,38.38952661137541,40.33917404910845,35.40168692812968
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,1988,2454.7618008574004,2578.451879107157,2271.905565669225
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,1988,0.04928092301009055,0.05154967489389106,0.045670901366147834
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,1988,43.67373967869856,45.8743639007436,40.420464509007594
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,1,Number,1988,2153.38062794459,2266.136175057214,1991.486536375649
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,2,Percent,1988,0.04323050079211761,0.04522911340430423,0.0400040569169753
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,3,Rate,1988,38.31173555868279,40.31781875999616,35.43140704443268
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,1990,2568.370447884917,2701.122187911847,2364.6698637438194
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,1990,0.05214325292692887,0.05467072505788518,0.0480295165954875
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,1990,45.36706986096292,47.711964254575676,41.76895237013969
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,1,Number,1990,2239.6650907863,2360.4424338701697,2061.4024507262016
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,2,Percent,1990,0.045469840563903005,0.04777193627099927,0.04190304071493791
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,3,Rate,1990,39.56089851545223,41.69428007877762,36.41211067144551
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,1,Number,1988,97.62576321317962,104.09141197783192,90.41087928889272
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,2,Percent,1988,0.001959891668507523,0.0020841086851364813,0.0018227585951543536
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,3,Rate,1988,1.7369026057915071,1.8519357877901417,1.6085394537287394
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,1,Number,1990,100.42651970368605,107.39173061767102,93.32610596729255
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,2,Percent,1990,0.002038864356997005,0.0021768682385045466,0.001887768734184492
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,3,Rate,1990,1.7739095771960987,1.8969413658507774,1.648489598825776
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,1,Number,1991,107.57343873819445,114.90220140162215,99.6749305516422
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,2,Percent,1991,0.0021315751235474138,0.002265404069150208,0.0019822261482030316
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,3,Rate,1991,1.8915187671337064,2.0203841476620736,1.7526352598063715
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,1991,2707.014187309985,2848.798063545116,2490.895235257923
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,1991,0.05364100206857325,0.056165095056845624,0.04946340011524413
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,1991,47.598814337948916,50.09187271668503,43.798684319472514
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,1,Number,1991,2353.9206997072874,2477.409966920209,2167.3757223947746
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,2,Percent,1991,0.046644318282423575,0.04898753030144994,0.042982779381368165
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,3,Rate,1991,41.39019103662776,43.56156595233823,38.11007533483356
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,1,Number,1992,107.80230681358485,114.91665055235813,100.47281537513345
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,2,Percent,1992,0.002160224040157245,0.002298357697724,0.002004746177129399
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,3,Rate,1992,1.8863698738038204,2.010859637496107,1.758115365635396
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,1,Number,1994,112.8554377488427,119.97862201295654,104.6025958711211
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,2,Percent,1994,0.0021570949799589235,0.0022870189007221813,0.0020090783776988462
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,3,Rate,1994,1.9546014015191462,2.07797149536346,1.811666186145564
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,1,Number,1995,120.85217706611778,127.7880558856823,111.89562522903195
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,2,Percent,1995,0.0022549080503038612,0.0023811333698565878,0.0021014958879203237
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,3,Rate,1995,2.0818004420157634,2.2012779387631958,1.9275148178256312
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,1,Number,1997,117.13767057108785,124.1503110433156,108.57611532116957
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,2,Percent,1997,0.0022289079332201995,0.0023590369131958533,0.0020593450271816894
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,3,Rate,1997,1.9937373402161007,2.113095725053592,1.8480157093447902
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,1992,2754.9458672409164,2899.207048250938,2537.161757543581
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,1992,0.05520587083333081,0.057959863632817125,0.050669478202022354
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,1992,48.207195574303924,50.73153808477764,44.39631809246444
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,1,Number,1992,2402.4727843566575,2533.7728866272055,2211.4460505022544
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,2,Percent,1992,0.048142750559339344,0.05061439420817392,0.04419514337916276
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,3,Rate,1992,42.03947407990783,44.33701821111853,38.696808357019314
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,1994,2979.178667097853,3141.9733410899403,2705.455992197269
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,1994,0.05694355596088436,0.05995346118342202,0.052116931876640564
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,1994,51.59792841391123,54.41745314654246,46.857184550253336
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,1,Number,1994,2602.6752756295978,2750.2978475104314,2365.8864982648433
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,2,Percent,1994,0.04974711435708681,0.05236763717550842,0.04543583827981808
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,3,Rate,1994,45.07707242929912,47.6338237179369,40.97600574316238
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,1,Number,1998,112.45092108678098,119.17550498594055,104.61122068655014
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,2,Percent,1998,0.002088660322272135,0.0022037368503531043,0.0019450735026849662
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,3,Rate,1998,1.901480500776532,2.0151893529274187,1.7689156689467889
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,1995,3062.3700911798173,3226.1901079730387,2807.771071562434
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,1995,0.05713906267410393,0.060151047932843885,0.052155675970779386
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,1995,52.75240847292417,55.57437322068846,48.36668399163261
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,1,Number,1995,2657.5169149396093,2806.9600357502177,2433.499267125101
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,2,Percent,1995,0.0495851827244582,0.05222097902267386,0.04523928902279563
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,3,Rate,1995,45.7784048454409,48.352713083095,41.91947528735415
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,1997,3300.2595811058595,3478.8480028860818,3015.1910686183974
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,1997,0.06279759274960098,0.06613833404949788,0.05725010788665306
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,1997,56.17194474824012,59.211602300738654,51.31994679493274
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,1,Number,1997,2865.803328533143,3025.535694157879,2618.6794613133
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,2,Percent,1997,0.054530777586267926,0.05759393377175739,0.049698693196276546
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,3,Rate,1997,48.77729835292092,51.4960171069687,44.57113581500535
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,1,Number,1999,103.91626883407235,109.89332142163876,96.39470985903444
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,2,Percent,1999,0.0019036282210626234,0.00200992685374849,0.0017728601890282692
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,3,Rate,1999,1.7452939416862965,1.8456797021380762,1.6189678961261833
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,1998,3501.373937367727,3702.7161557696304,3191.9115163882193
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,1998,0.06503448643452014,0.06863436298062045,0.05933686254699924
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,1998,59.20622262127952,62.61080391393831,53.9733907909246
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,1,Number,1998,3052.199927625584,3231.2017329476357,2780.711744516658
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,2,Percent,1998,0.0566915046719608,0.05986079508331802,0.051659757093503754
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,3,Rate,1998,51.61094805415375,54.63776579058656,47.02023877953173
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,1,Number,2000,95.64059680126928,101.37760165724467,88.52230096785655
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,2,Percent,2000,0.0017343846000192889,0.0018313335731790603,0.0016104231785838245
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,3,Rate,2000,1.5952615759452233,1.6909534025736734,1.4765301563488984
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,1999,3747.5012606787445,3961.4858491148407,3417.360082891738
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,1999,0.0686498282125469,0.07248967892407933,0.06269539772490497
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,1999,62.94001237831058,66.53392515060312,57.39522710110947
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,1,Number,1999,3288.4558723068844,3478.2397059255504,2984.638136394916
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,2,Percent,1999,0.06024070668307529,0.06363771619846949,0.05495794443073836
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,3,Rate,1999,55.230255818789644,58.417712208063385,50.12757786649819
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,1,Number,2001,89.84770425224963,95.493624522192,83.50803414111647
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,2,Percent,2001,0.0016266808887137035,0.0017222034300079575,0.001511819924797426
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,3,Rate,2001,1.4884141812707516,1.581944315023678,1.3833914099432072
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2000,3930.818103585675,4154.12498428365,3593.158853853009
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2000,0.07128302668061649,0.07527395520125185,0.06504732919815792
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2000,65.56507688581134,69.28978060301907,59.93300384490079
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,1,Number,2000,3441.14446033622,3642.115563347818,3133.2169559631943
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,2,Percent,2000,0.06240306832474659,0.06597197395205924,0.05686982147348009
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,3,Rate,2000,57.39744123782258,60.749589689759766,52.26128637961198
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,1,Number,2003,87.61153542064847,93.46908214854885,81.34767205797367
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,2,Percent,2003,0.0015749361056610167,0.0016728721935491322,0.0014618104773057386
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,3,Rate,2003,1.431262874829197,1.5269544881420842,1.3289334836028641
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2001,4055.4739231629314,4290.742053583501,3688.9812536750214
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2001,0.07342432871416531,0.07767144187114662,0.0668434536409676
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2001,67.18285068322494,71.08029497112686,61.11154489820347
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,1,Number,2001,3553.6006566079864,3762.5158436193883,3223.2821067944483
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,2,Percent,2001,0.06433787952377223,0.06810147110992995,0.05842767590268326
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,3,Rate,2001,58.86883427782134,62.32971655209283,53.39678779682343
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,1,Number,2004,85.2315821088803,90.91026100315801,78.93225036886855
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,2,Percent,2004,0.0015688320378472885,0.0016682760111112163,0.001456887510931621
1,Deaths,537,Indiana,3,Both,22,All ages,515,Asthma,3,Rate,2004,1.3821575899193512,1.4742458621329801,1.2800045034642082
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,1,Number,2003,4211.0823057734215,4460.601779104569,3798.752706191251
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,2,Percent,2003,0.07570038035369632,0.08015312054250345,0.06871315549151392
1,Deaths,537,Indiana,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2003,68.79420316246538,72.87046956974996,62.05819465352132
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,1,Number,2003,3684.9206168061473,3907.8591443781397,3320.021825276673
1,Deaths,537,Indiana,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,2,Percent,2003,0.06624192329153658,0.07020172038351827,0.05998953093251434
